file,top_k,precision,recall,f1
1.csv,4,0.59,0.6053,0.5836
10.csv,3,0.4917,0.3671,0.4112
11.csv,5,0.11,0.1417,0.1209
2.csv,4,0.59,0.605,0.5834
3.csv,3,0.69,0.5289,0.5851
4.csv,3,0.695,0.5319,0.5888
5.csv,3,0.7017,0.5385,0.5951
6.csv,4,0.6125,0.6213,0.6029
7.csv,3,0.6983,0.5328,0.59
8.csv,4,0.5775,0.5799,0.5659
9.csv,4,0.4387,0.4378,0.4289
